,date,machine,shift,totalproducedunits,actualproductiontime,totaldowntime,totalgoodunits,plannedproductiontime,operatingtime,availability,performance,quality,oee
43,03/11/23,Machine2,Night,12012,420.0,27,10497.0,520,393.0,80.76923076923077,93.57142857142857,87.38761238761239,66.04486859294552
44,03/11/23,Machine3,Day,12155,375.0,69,10908.0,430,306.0,87.20930232558139,81.6,89.74084738790621,63.86209139697511
45,03/11/23,Machine3,Night,12350,405.0,79,10044.0,550,326.0,73.63636363636363,80.49382716049382,81.32793522267207,48.20528524107471
46,03/11/23,Machine4,Day,10555,395.0,40,10555.0,580,355.0,68.10344827586206,89.87341772151899,100.0,61.20689655172414
47,03/11/23,Machine4,Night,11882,499.0,26,11882.0,595,473.0,83.8655462184874,94.78957915831663,100.0,79.49579831932773
48,03/11/23,Machine5,Day,10909,300.0,31,8009.0,400,269.0,75.0,89.66666666666666,73.41644513704281,49.372559354661284
49,03/11/23,Machine5,Night,12453,360.0,56,4850.0,430,304.0,83.72093023255815,84.44444444444444,38.94643860917048,27.53422636555309
50,03/12/23,Machine1,Day,13221,435.0,62,9769.0,490,373.0,88.77551020408163,85.74712643678161,73.89002344754557,56.246895399866325
51,03/12/23,Machine1,Night,9636,326.0,49,9636.0,460,277.0,70.86956521739131,84.96932515337423,100.0,60.21739130434783
52,03/12/23,Machine2,Day,8629,345.0,49,6749.0,445,296.0,77.52808988764045,85.79710144927536,78.21300266543052,52.024828739252655
53,03/12/23,Machine2,Night,10013,420.0,47,8359.0,520,373.0,80.76923076923077,88.80952380952381,83.4814740836912,59.88190352541696
54,03/12/23,Machine3,Day,12956,405.0,50,9189.0,475,355.0,85.26315789473684,87.65432098765432,70.92466810744057,53.00685721713979
55,03/12/23,Machine3,Night,9280,525.0,69,6861.0,595,456.0,88.23529411764706,86.85714285714286,73.93318965517241,56.66140249203131
56,03/12/23,Machine4,Day,11158,405.0,26,8925.0,490,379.0,82.6530612244898,93.58024691358024,79.98745294855709,61.867846260210484
57,03/12/23,Machine4,Night,10949,480.0,53,8770.0,595,427.0,80.67226890756302,88.95833333333333,80.09863914512741,57.482552798267896
58,03/12/23,Machine5,Day,11222,360.0,33,8751.0,445,327.0,80.89887640449437,90.83333333333333,77.98075209410086,57.30270996577748
59,03/12/23,Machine5,Night,11871,345.0,20,5086.0,400,325.0,86.25,94.20289855072464,42.843905315474686,34.810673068823185
60,03/13/23,Machine1,Day,13236,345.0,33,10753.0,460,312.0,75.0,90.43478260869566,81.24055605923239,55.10229019669675
61,03/13/23,Machine1,Night,10229,510.0,96,8569.0,580,414.0,87.93103448275862,81.17647058823529,83.77162968032066,59.79561153043577
62,03/13/23,Machine2,Day,9449,405.0,60,8432.0,550,345.0,73.63636363636363,85.18518518518519,89.23695629167108,55.97590894659366
63,03/13/23,Machine2,Night,13334,480.0,90,10492.0,565,390.0,84.95575221238938,81.25,78.68606569671516,54.31427543667065
64,03/13/23,Machine3,Day,12321,345.0,44,9248.0,460,301.0,75.0,87.2463768115942,75.0588426264102,49.1145905011945
65,03/13/23,Machine3,Night,9702,329.07555995512826,97,2330.774343,595,232.07555995512826,55.30681679918123,70.52348706381397,24.023648144712432,9.370254782099355
66,03/13/23,Machine4,Day,13260,315.0,42,9378.0,400,273.0,78.75,86.66666666666667,70.72398190045249,48.26911764705882
67,03/13/23,Machine4,Night,9627,480.0,57,8365.0,565,423.0,84.95575221238938,88.125,86.89103562896021,65.05293463902686
68,03/13/23,Machine5,Day,12611,345.0,64,9305.0,460,281.0,75.0,81.44927536231884,73.7847910554278,45.072883231685246
69,03/13/23,Machine5,Night,10995,345.0,46,4618.0,475,299.0,72.63157894736842,86.66666666666667,42.00090950432014,26.438467245877312
70,03/14/23,Machine1,Day,10013,300.0,19,7633.0,400,281.0,75.0,93.66666666666667,76.23089983022071,53.55220713073005
71,03/14/23,Machine1,Night,10647,420.0,31,9039.0,535,389.0,78.50467289719626,92.61904761904762,84.89715412792336,61.72895879581717
72,03/14/23,Machine2,Day,13460,405.0,25,10037.0,490,380.0,82.6530612244898,93.82716049382715,74.56909361069836,57.82909300421505
73,03/14/23,Machine2,Night,10712,405.0,44,8303.0,520,361.0,77.88461538461539,89.13580246913581,77.51120238984316,53.810661659102664
74,03/14/23,Machine3,Day,9430,375.0,52,6941.0,475,323.0,78.94736842105263,86.13333333333333,73.60551431601272,50.05174973488864
75,03/14/23,Machine3,Night,11919,525.0,55,8485.0,595,470.0,88.23529411764706,89.52380952380953,71.18885812568169,56.233215662303195
76,03/14/23,Machine4,Day,9812,420.0,61,8641.0,535,359.0,78.50467289719626,85.47619047619047,88.06563391765185,59.094509488667306
77,03/14/23,Machine4,Night,11185,435.0,79,7936.0,565,356.0,76.99115044247787,81.83908045977012,70.95216808225302,44.70614484474704
78,03/14/23,Machine5,Day,13088,375.0,44,9742.0,430,331.0,87.20930232558139,88.26666666666667,74.43459657701712,57.297328993006204
79,03/14/23,Machine5,Night,11207,405.0,49,4472.0,475,356.0,85.26315789473684,87.90123456790123,39.90363165878469,29.906721832689147
80,03/15/23,Machine1,Day,13144,360.0,46,11207.0,460,314.0,78.26086956521739,87.22222222222223,85.26323797930615,58.20142766413508
81,03/15/23,Machine1,Night,8568,495.0,75,7257.0,565,420.0,87.61061946902655,84.84848484848484,84.69887955182072,62.961998958875576
82,03/15/23,Machine2,Day,10023,480.0,32,7461.0,580,448.0,82.75862068965517,93.33333333333333,74.43879078120324,57.49754874134319
83,03/15/23,Machine2,Night,9594,480.0,32,8482.0,580,448.0,82.75862068965517,93.33333333333333,88.40942255576401,68.28865742238324
84,03/15/23,Machine3,Day,10358,375.0,35,9030.0,445,340.0,84.26966292134831,90.66666666666666,87.17899208341379,66.6086681086757
85,03/15/23,Machine3,Night,11298,360.0,65,9005.0,445,295.0,80.89887640449437,81.94444444444444,79.70437245530182,52.83773005463828
86,03/15/23,Machine4,Day,8848,465.0,48,7944.0,580,417.0,80.17241379310344,89.6774193548387,89.78300180831826,64.55088233460123
87,03/15/23,Machine4,Night,12126,390.0,59,8505.0,520,331.0,75.0,84.87179487179488,70.13854527461653,44.64588170365013
88,03/15/23,Machine5,Day,11373,435.0,48,9851.0,505,387.0,86.13861386138613,88.96551724137932,86.61742723995428,66.37810760764813
89,03/15/23,Machine5,Night,9034,510.0,72,3965.0,580,438.0,87.93103448275862,85.88235294117646,43.88974983396059,33.14432832288748
90,03/16/23,Machine1,Day,10717,435.0,75,7614.0,490,360.0,88.77551020408163,82.75862068965517,71.04600167957452,52.1970624584629
91,03/16/23,Machine1,Night,10777,315.0,21,7673.0,415,294.0,75.90361445783132,93.33333333333333,71.19792149948965,50.43900944783122
92,03/16/23,Machine2,Day,10224,465.0,56,8796.0,565,409.0,82.30088495575221,87.95698924731182,86.03286384976526,62.27865719390087
93,03/16/23,Machine2,Night,8513,330.0,37,6137.0,400,293.0,82.5,88.7878787878788,72.08974509573594,52.80573828262658
94,03/16/23,Machine3,Day,9945,330.0,50,7768.0,445,280.0,74.15730337078652,84.84848484848484,78.10960281548518,49.147615254687295
95,03/16/23,Machine3,Night,10160,360.0,19,8080.0,415,341.0,86.74698795180723,94.72222222222221,79.52755905511812,65.34674129589222
96,03/16/23,Machine4,Day,11076,360.0,19,9953.0,445,341.0,80.89887640449437,94.72222222222221,89.86096063560852,68.8597473634663
97,03/16/23,Machine4,Night,9306,345.0,27,8214.0,460,318.0,75.0,92.17391304347827,88.2656350741457,61.01841729038769
98,03/16/23,Machine5,Day,9200,179.07555995512823,19,2176.774343,490,160.07555995512823,36.54603264390372,89.38995360128378,23.66059068478261,7.729555719868708
99,03/16/23,Machine5,Night,12724,300.0,50,5471.0,400,250.0,75.0,83.33333333333334,42.99748506758881,26.87342816724301
100,03/17/23,Machine1,Day,12381,345.0,25,10670.0,430,320.0,80.23255813953489,92.7536231884058,86.18043776754705,64.13427926887222
101,03/17/23,Machine1,Night,9348,360.0,20,7016.0,475,340.0,75.78947368421053,94.44444444444444,75.05348737697904,53.72249622773237
102,03/17/23,Machine2,Day,13100,330.0,57,9545.0,445,273.0,74.15730337078652,82.72727272727273,72.86259541984734,44.69997426880522
103,03/17/23,Machine2,Night,11399,330.0,25,8580.0,430,305.0,76.74418604651163,92.42424242424242,75.26976050530749,53.38901617236927
104,03/17/23,Machine3,Day,9353,375.0,69,6566.0,475,306.0,78.94736842105263,81.6,70.20207420079119,45.224915169351796
105,03/17/23,Machine3,Night,10887,300.0,48,8061.0,415,252.0,72.28915662650603,84.0,74.04243593276385,44.960708084473474
106,03/17/23,Machine4,Day,8788,435.0,60,7485.0,580,375.0,75.0,86.20689655172413,85.17296313154301,55.06872616263557
107,03/17/23,Machine4,Night,11714,330.0,59,8512.0,415,271.0,79.51807228915662,82.12121212121211,72.6651869557794,47.45124256630413
108,03/17/23,Machine5,Day,12282,450.0,65,10519.0,595,385.0,75.63025210084034,85.55555555555556,85.64566031590947,55.41778020441202
109,03/17/23,Machine5,Night,9269,465.0,84,3786.0,550,381.0,84.54545454545455,81.93548387096774,40.84583018664365,28.295020547474966
110,03/18/23,Machine1,Day,8579,480.0,86,6542.0,580,394.0,82.75862068965517,82.08333333333333,76.25597388973074,51.80147191819639
111,03/18/23,Machine1,Night,9092,420.0,26,7192.0,550,394.0,76.36363636363637,93.80952380952381,79.10250769907611,56.66616006079272
112,03/18/23,Machine2,Day,10329,420.0,81,7785.0,520,339.0,80.76923076923077,80.71428571428572,75.3703165843741,49.13564869635158
113,03/18/23,Machine2,Night,8728,345.0,20,6718.0,430,325.0,80.23255813953489,94.20289855072464,76.97066911090742,58.17550572336026
114,03/18/23,Machine3,Day,12064,360.0,55,9056.0,460,305.0,78.26086956521739,84.72222222222221,75.06631299734748,49.772229269980386
115,03/18/23,Machine3,Night,12797,375.0,67,9918.0,490,308.0,76.53061224489795,82.13333333333334,77.50253965773229,48.71588207057458
116,03/18/23,Machine4,Day,10147,465.0,73,9115.0,535,392.0,86.91588785046729,84.3010752688172,89.8295062580073,65.8190027161474
117,03/18/23,Machine4,Night,12231,390.0,21,8987.0,445,369.0,87.64044943820225,94.61538461538461,73.47722998937127,60.92830981141124
118,03/18/23,Machine5,Day,10876,330.0,40,8911.0,430,290.0,76.74418604651163,87.87878787878788,81.93269584406032,55.25693440645929
119,03/18/23,Machine5,Night,10826,420.0,38,4865.0,565,382.0,74.33628318584071,90.95238095238095,44.93811195270645,30.382935868909495
120,03/19/23,Machine1,Day,9706,480.0,31,8621.0,595,449.0,80.67226890756302,93.54166666666667,88.82134762002885,67.02652954855958
121,03/19/23,Machine1,Night,12199,390.0,62,9369.0,490,328.0,79.59183673469387,84.1025641025641,76.80137716206247,51.409901447258136
122,03/19/23,Machine2,Day,9615,375.0,32,7542.0,460,343.0,81.52173913043478,91.46666666666667,78.4399375975039,58.48890999118226
123,03/19/23,Machine2,Night,10886,465.0,64,8135.0,535,401.0,86.91588785046729,86.23655913978494,74.72900973727724,56.01183720494985
124,03/19/23,Machine3,Day,13147,277.0,53,13147.0,445,224.0,62.247191011235955,80.86642599277978,100.0,50.33707865168539
125,03/19/23,Machine3,Night,11915,495.0,83,10685.0,595,412.0,83.19327731092437,83.23232323232324,89.67687788501888,62.0955860313072
126,03/19/23,Machine4,Day,8579,465.0,82,6761.0,565,383.0,82.30088495575221,82.36559139784946,78.80871896491432,53.42254754612775
127,03/19/23,Machine4,Night,8944,375.0,22,6759.0,430,353.0,87.20930232558139,94.13333333333334,75.57021466905188,62.03787390273329
128,03/19/23,Machine5,Day,13210,315.0,22,11785.0,400,293.0,78.75,93.01587301587301,89.21271763815291,65.348315669947
129,03/19/23,Machine5,Night,12675,405.0,63,5577.0,490,342.0,82.6530612244898,84.44444444444444,44.0,30.71020408163265
130,03/20/23,Machine1,Day,11389,405.0,49,9341.0,535,356.0,75.70093457943925,87.90123456790123,82.01773641232768,54.576288154745136
131,03/20/23,Machine1,Night,12676,450.0,75,10930.0,595,375.0,75.63025210084034,83.33333333333334,86.22593878195013,54.3440790642543
132,03/20/23,Machine2,Day,12671,420.0,60,10971.0,490,360.0,85.71428571428571,85.71428571428571,86.58353721095415,63.612394685598964
133,03/20/23,Machine2,Night,13241,390.0,73,9516.0,520,317.0,75.0,81.28205128205128,71.8676837096896,43.81164564609924
134,03/20/23,Machine3,Day,13431,465.0,31,11531.0,535,434.0,86.91588785046729,93.33333333333333,85.85362221725859,69.64574213512192
135,03/20/23,Machine3,Night,10104,420.0,32,8927.0,520,388.0,80.76923076923077,92.38095238095238,88.35114806017418,65.92354893720689
136,03/20/23,Machine4,Day,10506,360.0,45,7526.0,415,315.0,86.74698795180723,87.5,71.63525604416525,54.373748563643495
137,03/20/23,Machine4,Night,10299,450.0,45,7935.0,595,405.0,75.63025210084034,90.0,77.0463151762307,52.44329016197216
138,03/20/23,Machine5,Day,12555,420.0,63,9014.0,535,357.0,78.50467289719626,85.0,71.79609717244125,47.908797552451446
139,03/20/23,Machine5,Night,9425,375.0,30,3940.0,445,345.0,84.26966292134831,92.0,41.80371352785146,32.40962060024439
140,03/21/23,Machine1,Day,12750,435.0,36,10054.0,565,399.0,76.99115044247787,91.72413793103448,78.85490196078432,55.6869130661114
141,03/21/23,Machine1,Night,12303,360.0,19,10210.0,475,341.0,75.78947368421053,94.72222222222221,82.98788913273185,59.576568830024335
142,03/21/23,Machine2,Day,9608,300.0,53,7683.0,400,247.0,75.0,82.33333333333334,79.9646128226478,49.37814841798502
143,03/21/23,Machine2,Night,12795,310.0,50,12795.0,445,260.0,69.66292134831461,83.87096774193549,100.0,58.426966292134836
144,03/21/23,Machine3,Day,10753,465.0,68,7802.0,550,397.0,84.54545454545455,85.3763440860215,72.55649586162002,52.37259792193299
145,03/21/23,Machine3,Night,8970,330.0,40,6369.0,415,290.0,79.51807228915662,87.87878787878788,71.00334448160535,49.616794938953134
146,03/21/23,Machine4,Day,11407,405.0,39,8696.0,490,366.0,82.6530612244898,90.37037037037037,76.2338914701499,56.94204954709156
147,03/21/23,Machine4,Night,12833,435.0,61,11114.0,520,374.0,83.65384615384616,85.97701149425288,86.60484687913971,62.28887063999665
148,03/21/23,Machine5,Day,10293,134.07555995512823,65,3258.774343,400,69.07555995512823,33.51888998878206,51.519874299421986,31.66010242883513,5.467348258771254
149,03/21/23,Machine5,Night,13080,390.0,47,6014.0,490,343.0,79.59183673469387,87.94871794871794,45.97859327217125,32.18501529051987
150,03/22/23,Machine1,Day,12384,330.0,59,9364.0,415,271.0,79.51807228915662,82.12121212121211,75.61369509043928,49.37665390243142
151,03/22/23,Machine1,Night,9941,420.0,58,7791.0,505,362.0,83.16831683168317,86.19047619047619,78.37239714314455,56.1798173580561
152,03/22/23,Machine2,Day,11958,450.0,63,8952.0,565,387.0,79.64601769911505,86.0,74.86201705970899,51.2771692072697
153,03/22/23,Machine2,Night,10758,360.0,71,9071.0,430,289.0,83.72093023255815,80.27777777777779,84.31864658858524,56.66997410256079
154,03/22/23,Machine3,Day,11810,435.0,72,10294.0,505,363.0,86.13861386138613,83.44827586206897,87.16342082980525,62.65410249746397
155,03/22/23,Machine3,Night,12259,134.07555995512823,40,5898.774343,430,94.07555995512823,31.180362780262378,70.16607649195198,48.117908010441305,10.527253813840966
156,03/22/23,Machine4,Day,12996,435.0,29,10924.0,565,406.0,76.99115044247787,93.33333333333333,84.05663281009541,60.401757382121644
157,03/22/23,Machine4,Night,13153,480.0,87,11371.0,580,393.0,82.75862068965517,81.875,86.45176005474036,58.578520175022355
158,03/22/23,Machine5,Day,12160,149.07555995512823,67,5007.774343,415,82.07555995512823,35.92182167593451,55.05634859250771,41.18235479440789,8.14473453017298
159,03/22/23,Machine5,Night,11534,390.0,62,5190.0,475,328.0,82.10526315789474,84.1025641025641,44.99739899427779,31.071888147627607
160,03/23/23,Machine1,Day,13441,375.0,29,11950.0,430,346.0,87.20930232558139,92.26666666666667,88.9070753664162,71.53918157390699
161,03/23/23,Machine1,Night,11151,300.0,50,8423.0,400,250.0,75.0,83.33333333333334,75.535826383284,47.20989148955251
162,03/23/23,Machine2,Day,10477,375.0,25,8999.0,490,350.0,76.53061224489795,93.33333333333333,85.89290827526965,61.35207733947831
163,03/23/23,Machine2,Night,13326,315.0,52,10035.0,400,263.0,78.75,83.4920634920635,75.30391715443494,49.51232552904097
164,03/23/23,Machine3,Day,12591,360.0,33,10624.0,415,327.0,86.74698795180723,90.83333333333333,84.37773012469223,66.48558494162496
165,03/23/23,Machine3,Night,8883,435.0,74,7491.0,535,361.0,81.30841121495327,82.98850574712644,84.32961837217157,56.90278921935315
166,03/23/23,Machine4,Day,10855,375.0,54,8826.0,475,321.0,78.94736842105263,85.6,81.3081529249194,54.94719387136658
167,03/23/23,Machine4,Night,9816,405.0,54,8490.0,475,351.0,85.26315789473684,86.66666666666667,86.49144254278728,63.912623857933326
168,03/23/23,Machine5,Day,12793,435.0,70,10003.0,520,365.0,83.65384615384616,83.9080459770115,78.19119831157664,54.88420650716438
169,03/23/23,Machine5,Night,12097,345.0,22,5171.0,460,323.0,75.0,93.6231884057971,42.74613540547243,30.01522116514694
170,03/24/23,Machine1,Day,10894,495.0,95,9303.0,580,400.0,85.34482758620689,80.8080808080808,85.39563062236093,58.89353836024891
171,03/24/23,Machine1,Night,9323,405.0,60,7369.0,490,345.0,82.6530612244898,85.18518518518519,79.04108119703957,55.65137349587481
172,03/24/23,Machine2,Day,12992,420.0,60,10910.0,490,360.0,85.71428571428571,85.71428571428571,83.97475369458128,61.695737408263795
173,03/24/23,Machine2,Night,13041,390.0,51,11441.0,475,339.0,82.10526315789474,86.92307692307692,87.73100222375585,62.612231060743646
174,03/24/23,Machine3,Day,9017,330.0,33,6941.0,415,297.0,79.51807228915662,90.0,76.97682155927691,55.08943615206082
175,03/24/23,Machine3,Night,10028,360.0,38,7039.0,445,322.0,80.89887640449437,89.44444444444444,70.19345831671319,50.7916709617565
176,03/24/23,Machine4,Day,12125,345.0,60,8744.0,445,285.0,77.52808988764045,82.6086956521739,72.11546391752577,46.18630835167381
177,03/24/23,Machine4,Night,11089,525.0,64,9291.0,595,461.0,88.23529411764706,87.80952380952381,83.78573360988368,64.91634150278382
178,03/24/23,Machine5,Day,12506,390.0,65,9408.0,460,325.0,84.78260869565217,83.33333333333334,75.227890612506,53.150140106661866
179,03/24/23,Machine5,Night,11537,375.0,42,5425.0,475,333.0,78.94736842105263,88.8,47.022622865562965,32.9653335036473
180,03/25/23,Machine1,Day,9180,450.0,37,7957.0,505,413.0,89.10891089108911,91.77777777777779,86.67755991285404,70.88679652278955
181,03/25/23,Machine1,Night,9186,495.0,50,8022.0,580,445.0,85.34482758620689,89.8989898989899,87.32854343566297,67.0020721187414
182,03/25/23,Machine2,Day,10972,345.0,26,8611.0,460,319.0,75.0,92.46376811594203,78.48158950054685,54.42527619711836
183,03/25/23,Machine2,Night,10468,465.0,78,7453.0,595,387.0,78.15126050420169,83.22580645161291,71.19793656859,46.30857386898207
184,03/25/23,Machine3,Day,9955,360.0,21,6983.0,430,339.0,83.72093023255815,94.16666666666667,70.14565544952285,55.30087720322849
185,03/25/23,Machine3,Night,13084,330.0,54,10027.0,415,276.0,79.51807228915662,83.63636363636363,76.63558544787527,50.967280924370044
186,03/25/23,Machine4,Day,8816,315.0,33,7922.0,415,282.0,75.90361445783132,89.52380952380953,89.85934664246824,61.06105000765312
187,03/25/23,Machine4,Night,9824,345.0,17,6916.0,400,328.0,86.25,95.07246376811594,70.39902280130293,57.7271986970684
188,03/25/23,Machine5,Day,11481,390.0,64,8782.0,505,326.0,77.22772277227723,83.58974358974359,76.49159480881457,49.37873249044267
189,03/25/23,Machine5,Night,9956,465.0,71,4580.0,550,394.0,84.54545454545455,84.73118279569893,46.00241060666935,32.954454143686775
190,03/26/23,Machine1,Day,8622,164.07555995512823,21,2834.774343,475,143.07555995512823,34.542223148448045,87.20101884415745,32.87838486430063,9.903354368168472
191,03/26/23,Machine1,Night,9156,375.0,54,7765.0,490,321.0,76.53061224489795,85.6,84.80777632153779,55.55774734533393
192,03/26/23,Machine2,Day,9201,345.0,27,6466.0,445,318.0,77.52808988764045,92.17391304347827,70.27497011194436,50.21896740583889
193,03/26/23,Machine2,Night,12836,495.0,64,10146.0,580,431.0,85.34482758620689,87.07070707070706,79.04331567466501,58.73736044100105
194,03/26/23,Machine3,Day,10278,495.0,93,7649.0,580,402.0,85.34482758620689,81.21212121212122,74.42109359797627,51.581516597218034
195,03/26/23,Machine3,Night,9555,280.0,65,9555.0,445,215.0,62.92134831460674,76.78571428571429,100.0,48.31460674157303
196,03/26/23,Machine4,Day,11896,420.0,51,8491.0,535,369.0,78.50467289719626,87.85714285714286,71.37693342299933,49.23007183754533
197,03/26/23,Machine4,Night,12236,435.0,47,10430.0,580,388.0,75.0,89.19540229885058,85.24027459954233,57.02280438728004
198,03/26/23,Machine5,Day,12591,420.0,57,10118.0,550,363.0,76.36363636363637,86.42857142857143,80.35898657771425,53.036931141291404
199,03/26/23,Machine5,Night,12265,330.0,50,5360.0,445,280.0,74.15730337078652,84.84848484848484,43.701589889930695,27.497629593664257
200,03/27/23,Machine1,Day,9532,315.0,46,8130.0,400,269.0,78.75,85.39682539682539,85.29164918170373,57.35863407469576
201,03/27/23,Machine1,Night,12460,450.0,69,10098.0,565,381.0,79.64601769911505,84.66666666666667,81.04333868378812,54.65046378499696
202,03/27/23,Machine2,Day,9619,465.0,84,7214.0,565,381.0,82.30088495575221,81.93548387096774,74.99740097723256,50.573468623585136
203,03/27/23,Machine2,Night,8970,360.0,48,6590.0,490,312.0,73.46938775510205,86.66666666666667,73.46711259754738,46.779059449866914
204,03/27/23,Machine3,Day,10240,480.0,56,7617.0,580,424.0,82.75862068965517,88.33333333333333,74.384765625,54.3778286637931
